ID,Score,Time,result
4456,66,53,C-
4457,70,57,C
4458,53,51,D-
4459,96,50,B+
4460,95,60,B+
4461,77,51,C+
4462,70,34,B
4463,71,24,B
4464,74,57,C
4465,58,38,D+
4466,74,35,B
4467,99,48,B+
4468,73,33,B
4469,54,54,D-
4470,77,45,B-
4471,84,37,B+
4472,64,56,D+
4473,67,38,C+
4474,77,25,B+
4475,69,55,C-
4476,63,41,C-
4477,96,32,A+
4478,59,38,D+
4479,79,52,C+
4480,62,48,D+
4481,51,27,C-
4482,85,24,A
4483,71,55,C
4484,62,40,C
4485,87,42,B+
4486,100,25,A+
4487,70,56,C
4488,56,57,D
4489,64,34,C+
4490,76,58,C+
4491,87,45,B+
4492,73,42,C+
4493,72,32,B
4494,70,43,C+
4495,70,55,C
4496,66,50,C-
4497,71,33,B
4498,51,56,D-
4499,95,60,B+
4500,58,45,D+
4501,92,47,B
4502,92,58,B
4503,78,48,C+
4504,82,32,A-
4505,92,55,B
4506,98,26,A+
4507,75,49,C+
4508,76,44,B-
4509,54,51,D-
4510,58,46,D
4511,89,53,B
4512,81,31,A-
4513,55,34,C
4514,83,38,B+
4515,58,42,D+
4516,51,26,C-
4517,95,25,A+
4518,61,46,D+
4519,95,49,B+
4520,98,38,A
4521,74,38,B-
4522,84,49,B-
4523,75,30,B+
4524,83,38,B+
4525,76,46,C+
4526,87,30,A
4527,96,26,A+
4528,57,54,D
4529,59,27,C
4530,60,37,C
4531,72,45,C+
4532,77,31,B+
4533,87,44,B+
4534,85,46,B
4535,98,35,A+
4536,52,27,C-
4537,70,52,C
4538,75,27,B+
4539,64,27,C+
4540,64,34,C+
4541,77,58,C+
4542,97,56,B+
4543,66,38,C+
4544,85,58,B
4545,78,38,B
4546,52,28,C-
4547,59,24,C
4548,72,53,C
4549,80,35,A-
4550,87,46,B
4551,99,25,A+
4552,65,45,C
4553,75,48,C+
4554,87,33,A
4555,81,55,B-
4556,76,25,B+
4557,96,51,B+
4558,87,27,A
4559,76,33,B+
4560,88,35,A
4561,86,55,B
4562,54,38,D
4563,61,36,C
4564,71,30,B
4565,72,53,C
4566,71,25,B
4567,86,51,B
4568,84,29,A-
4569,77,42,B-
4570,63,43,C-
4571,84,50,B-
4572,55,43,D+
4573,86,32,A
4574,75,37,B
4575,90,39,A-
4576,86,24,A
4577,55,25,C
4578,94,52,B+
4579,83,42,B
4580,86,30,A
4581,100,40,A
4582,100,45,A-
4583,99,40,A
4584,54,39,D
4585,86,58,B
4586,70,51,C
4587,57,54,D
4588,85,40,A-
4589,79,39,B
4590,57,43,D+
4591,100,27,A+
4592,79,32,B+
4593,68,35,B-
4594,66,35,B-
4595,77,30,B+
4596,100,27,A+
4597,52,37,D
4598,58,59,D
4599,80,29,A-
4600,58,51,D
4601,66,25,B-
4602,81,30,A-
4603,59,49,D
4604,72,49,C
4605,99,56,B+
4606,71,47,C
4607,72,50,C
4608,71,54,C
4609,72,29,B
4610,82,60,B-
4611,67,51,C-
4612,82,28,A-
4613,55,39,D+
4614,71,60,C
4615,79,32,B+
4616,93,44,A-
4617,54,50,D-
4618,53,41,D
4619,78,60,C+
4620,58,47,D
4621,82,47,B-
4622,70,30,B
4623,88,29,A
4624,61,40,C
4625,81,34,A-
4626,92,38,A-
4627,100,58,B+
4628,83,30,A-
4629,62,28,C+
4630,85,59,B
4631,82,30,A-
4632,69,47,C-
4633,56,58,D
4634,62,53,D+
4635,64,58,D+
4636,70,29,B
4637,87,57,B
4638,69,33,B-
4639,100,47,B+
4640,92,40,A-
4641,99,42,A-
4642,53,28,C-
4643,78,37,B
4644,50,51,D-
4645,63,60,D+
4646,69,40,C+
4647,90,28,A
4648,87,57,B
4649,59,50,D
4650,98,36,A
4651,81,52,B-
4652,83,34,A-
4653,66,34,B-
4654,55,35,C
4655,88,52,B
4656,81,38,B+
4657,87,56,B
4658,98,36,A
4659,81,48,B-
4660,57,46,D
4661,89,53,B
4662,60,32,C+
4663,52,51,D-
4664,90,24,A
4665,83,52,B-
4666,69,29,B-
4667,85,47,B
4668,59,45,D+
4669,87,53,B
4670,54,59,D-
4671,53,24,C-
4672,61,56,D+
4673,67,39,C+
4674,50,36,D
4675,67,52,C-
4676,67,57,C-
4677,99,59,B+
4678,63,31,C+
4679,88,34,A
4680,63,60,D+
4681,88,36,A-
4682,93,46,B+
4683,93,27,A+
4684,79,45,B-
4685,83,43,B
4686,83,28,A-
4687,54,33,C-
4688,92,59,B
4689,51,48,D-
4690,91,34,A
4691,95,58,B+
4692,65,40,C+
4693,80,26,A-
4694,54,54,D-
4695,72,56,C
4696,91,51,B
4697,91,60,B
4698,64,41,C-
4699,62,35,C+
4700,93,58,B+
4701,67,54,C-
4702,66,48,C-
4703,81,47,B-
4704,87,58,B
4705,78,44,B-
4706,65,46,C-
4707,90,27,A
4708,55,51,D
4709,65,32,B-
4710,88,29,A
4711,52,48,D-
4712,84,57,B-
4713,67,30,B-
4714,59,52,D
4715,57,47,D
4716,74,31,B
4717,97,51,B+
4718,57,48,D
4719,85,52,B
4720,69,37,C+
4721,81,53,B-
4722,97,52,B+
4723,68,28,B-
4724,64,58,D+
4725,54,57,D-
4726,100,46,B+
4727,79,37,B
4728,63,33,C+
4729,82,47,B-
4730,54,25,C-
4731,58,54,D
4732,92,48,B
4733,92,53,B
4734,89,33,A
4735,59,26,C
4736,68,33,B-
4737,57,46,D
4738,57,39,D+
4739,90,46,B
4740,62,34,C+
4741,53,32,C-
4742,97,37,A
4743,90,53,B
4744,55,59,D
4745,97,31,A+
4746,52,49,D-
4747,79,26,B+
4748,67,30,B-
4749,75,49,C+
4750,73,46,C
4751,82,33,A-
4752,97,49,B+
4753,77,54,C+
4754,52,57,D-
4755,82,50,B-
4756,57,25,C
4757,57,45,D+
4758,90,51,B
4759,50,46,D-
4760,67,48,C-
4761,61,42,C-
4762,88,60,B
4763,69,59,C-
4764,81,33,A-
4765,100,52,B+
4766,92,24,A
4767,60,24,C+
4768,95,60,B+
4769,52,51,D-
4770,91,34,A
4771,100,39,A
4772,89,44,B+
4773,73,34,B
4774,90,24,A
4775,82,47,B-
4776,90,43,B+
4777,92,37,A-
4778,97,29,A+
4779,99,41,A-
4780,59,32,C
4781,80,44,B
4782,64,54,D+
4783,60,43,C-
4784,55,47,D
4785,51,26,C-
4786,92,54,B
4787,51,50,D-
4788,74,45,C+
4789,65,45,C
4790,92,31,A
4791,76,37,B
4792,58,52,D
4793,88,33,A
4794,59,33,C
4795,60,39,C
4796,60,33,C+
4797,99,50,B+
4798,66,59,C-
4799,75,51,C+
4800,81,40,B+
4801,56,40,D+
4802,72,49,C
4803,83,45,B
4804,67,33,B-
4805,50,53,D-
4806,69,58,C-
4807,100,31,A+
4808,86,26,A
4809,55,51,D
4810,54,50,D-
4811,80,49,B-
4812,100,37,A
4813,71,27,B
4814,83,37,B+
4815,70,59,C
4816,52,27,C-
4817,96,47,B+
4818,54,42,D
4819,72,56,C
4820,73,50,C
4821,75,28,B+
4822,90,56,B
4823,84,46,B-
4824,55,46,D
4825,86,35,A
4826,53,58,D-
4827,58,32,C
4828,63,59,D+
4829,70,53,C
4830,77,46,C+
4831,65,34,B-
4832,76,59,C+
4833,82,35,A-
4834,80,33,A-
4835,56,37,D+
4836,71,55,C
4837,51,39,D
4838,90,59,B
4839,92,40,A-
4840,82,36,B+
4841,82,58,B-
4842,75,33,B+
4843,80,40,B+
4844,84,36,B+
4845,71,49,C
4846,64,33,C+
4847,53,27,C-
4848,99,52,B+
4849,61,55,D+
4850,95,57,B+
4851,96,54,B+
4852,73,35,B
4853,67,51,C-
4854,76,25,B+
4855,82,25,A-
4856,76,44,B-
4857,97,36,A
4858,89,27,A
4859,66,52,C-
4860,88,44,B+
4861,79,49,C+
4862,96,59,B+
4863,75,42,B-
4864,79,27,B+
4865,63,46,D+
4866,50,49,D-
4867,92,25,A
4868,90,48,B
4869,74,53,C
4870,82,37,B+
4871,90,49,B
4872,83,48,B-
4873,93,59,B+
4874,68,48,C-
4875,52,50,D-
4876,56,34,C
4877,88,59,B
4878,90,51,B
4879,96,30,A+
4880,76,47,C+
4881,82,41,B
4882,80,58,B-
4883,75,55,C+
4884,92,37,A-
4885,67,48,C-
4886,84,48,B-
4887,86,47,B
4888,94,26,A+
4889,52,53,D-
4890,57,36,D+
4891,80,50,B-
4892,79,44,B-
4893,61,52,D+
4894,56,51,D
4895,100,24,A+
4896,61,43,C-
4897,75,29,B+
4898,96,45,A-
4899,95,37,A
4900,92,52,B
4901,62,45,C-
4902,85,46,B
4903,72,33,B
4904,86,30,A
4905,53,50,D-
4906,100,56,B+
4907,91,60,B
4908,68,33,B-
4909,95,59,B+
4910,58,38,D+
4911,64,55,D+
4912,65,33,B-
4913,68,29,B-
4914,83,33,A-
4915,98,54,B+
4916,57,33,C
4917,91,39,A-
4918,86,30,A
4919,96,24,A+
4920,85,31,A
4921,80,48,B-
4922,59,48,D
4923,98,42,A-
4924,95,30,A+
4925,95,45,A-
4926,89,29,A
4927,82,27,A-
4928,73,42,C+
4929,69,53,C-
4930,72,31,B
4931,51,59,D-
4932,87,58,B
4933,70,25,B
4934,57,56,D
4935,68,41,C
4936,61,39,C
4937,80,25,A-
4938,50,32,C-
4939,78,30,B+
4940,97,44,A-
4941,94,47,B+
4942,88,56,B
4943,73,28,B
4944,78,55,C+
4945,53,30,C-
4946,63,29,C+
4947,92,35,A
4948,68,34,B-
4949,80,57,B-
4950,69,48,C-
4951,74,33,B
4952,75,45,B-
4953,53,47,D-
4954,89,41,B+
4955,93,37,A
4956,58,31,C
4957,79,45,B-
4958,79,59,C+
4959,77,47,C+
4960,71,48,C
4961,88,58,B
4962,57,58,D
4963,90,28,A
4964,56,39,D+
4965,83,58,B-
4966,79,56,C+
4967,57,59,D
4968,86,30,A
4969,79,46,C+
4970,98,40,A
4971,93,52,B+
4972,59,57,D
4973,78,57,C+
4974,50,56,D-
4975,82,33,A-
4976,70,39,B-
4977,74,43,C+
4978,98,58,B+
4979,75,36,B
4980,88,28,A
4981,65,53,C-
4982,66,53,C-
4983,80,41,B
4984,83,49,B-
4985,68,57,C-
4986,76,55,C+
4987,92,59,B
4988,96,51,B+
4989,72,51,C
4990,72,59,C
4991,62,44,C-
4992,79,47,C+
4993,99,55,B+
4994,75,39,B
4995,50,33,C-
4996,95,38,A
4997,74,35,B
4998,58,60,D
4999,85,60,B
5000,89,43,B+
5001,78,50,C+
5002,57,47,D
5003,75,37,B
5004,90,58,B
5005,58,43,D+
5006,71,29,B
5007,58,37,D+
5008,82,44,B
5009,80,48,B-
5010,96,34,A+
5011,87,39,A-
5012,94,52,B+
5013,88,44,B+
5014,71,50,C
5015,100,41,A-
5016,67,24,B-
5017,79,39,B
5018,50,39,D
5019,81,44,B
5020,84,51,B-
5021,73,39,B-
5022,59,36,D+
5023,88,29,A
5024,72,43,C+
5025,81,37,B+
5026,57,44,D+
5027,75,49,C+
5028,70,30,B
5029,58,32,C
5030,58,40,D+
5031,94,47,B+
5032,100,26,A+
5033,82,39,B+
5034,57,25,C
5035,61,45,C-
5036,70,42,C+
5037,88,32,A
5038,72,46,C
5039,61,47,D+
5040,51,44,D
5041,69,28,B-
5042,83,41,B
5043,74,38,B-
5044,82,39,B+
5045,90,24,A
5046,75,32,B+
5047,54,39,D
5048,82,28,A-
5049,58,52,D
5050,65,40,C+
5051,64,35,C+
5052,95,35,A+
5053,69,37,C+
5054,59,38,D+
5055,56,50,D
5056,78,53,C+
5057,59,50,D
5058,99,50,B+
5059,86,27,A
5060,68,29,B-
5061,87,48,B
5062,56,49,D
5063,88,53,B
5064,78,51,C+
5065,70,55,C
5066,89,36,A-
5067,86,58,B
5068,71,29,B
5069,68,53,C-
5070,96,60,B+
5071,94,29,A+
5072,80,32,A-
5073,99,59,B+
5074,71,26,B
5075,58,36,D+
5076,85,60,B
5077,71,54,C
5078,62,59,D+
5079,69,33,B-
5080,69,31,B-
5081,54,59,D-
5082,84,41,B
5083,80,57,B-
5084,65,35,B-
5085,55,48,D
5086,68,24,B-
5087,65,33,B-
5088,92,46,B
5089,92,52,B
5090,99,44,A-
5091,62,45,C-
5092,50,52,D-
5093,66,25,B-
5094,84,43,B
5095,62,51,D+
5096,56,38,D+
5097,97,56,B+
5098,90,33,A
5099,59,56,D
5100,85,49,B
5101,80,58,B-
5102,72,39,B-
5103,78,55,C+
5104,94,48,B+
5105,62,57,D+
5106,59,40,D+
5107,89,47,B
5108,96,30,A+
5109,54,43,D
5110,80,55,B-
5111,52,30,C-
5112,79,45,B-
5113,65,59,C-
5114,96,58,B+
5115,95,25,A+
5116,98,33,A+
5117,74,30,B
5118,100,32,A+
5119,66,26,B-
5120,57,53,D
5121,55,28,C
5122,54,40,D
5123,97,40,A
5124,95,25,A+
5125,95,54,B+
5126,81,36,B+
5127,69,60,C-
5128,70,42,C+
5129,69,54,C-
5130,88,56,B
5131,92,26,A
5132,88,41,B+
5133,52,26,C-
5134,54,37,D
5135,57,26,C
5136,57,29,C
5137,58,34,C
5138,57,56,D
5139,58,30,C
5140,94,46,B+
5141,62,33,C+
5142,91,44,B+
5143,89,36,A-
5144,51,30,C-
5145,92,26,A
5146,58,53,D
5147,50,46,D-
5148,55,57,D
5149,86,36,A-
5150,81,28,A-
5151,69,36,C+
5152,64,36,C
5153,84,37,B+
5154,54,45,D
5155,81,44,B
5156,70,35,B
5157,97,57,B+
5158,89,49,B
5159,80,45,B
5160,50,41,D
5161,81,26,A-
5162,56,53,D
5163,51,28,C-
5164,84,34,A-
5165,92,52,B
5166,67,42,C
5167,58,40,D+
5168,81,45,B
5169,92,31,A
5170,74,54,C
5171,92,41,B+
5172,51,27,C-
5173,57,44,D+
5174,93,45,A-
5175,77,59,C+
5176,94,48,B+
5177,78,33,B+
5178,98,24,A+
5179,93,47,B+
5180,72,25,B
5181,54,24,C-
5182,100,49,B+
5183,75,48,C+
5184,72,60,C
5185,70,48,C
5186,69,48,C-
5187,76,28,B+
5188,70,33,B
5189,98,36,A
5190,67,38,C+
5191,91,50,B
5192,69,45,C
5193,52,45,D
5194,93,41,A-
5195,60,40,C
5196,79,46,C+
5197,63,38,C
5198,78,50,C+
5199,63,26,C+
5200,68,33,B-
5201,72,33,B
5202,68,34,B-
5203,64,53,D+
5204,84,57,B-
5205,75,49,C+
5206,64,33,C+
5207,65,42,C
5208,83,44,B
5209,74,56,C
5210,88,52,B
5211,90,37,A-
5212,69,33,B-
5213,52,41,D
5214,71,55,C
5215,51,54,D-
5216,86,30,A
5217,96,30,A+
5218,54,50,D-
5219,51,55,D-
5220,84,27,A-
5221,92,37,A-
5222,62,25,C+
5223,63,52,D+
5224,60,33,C+
5225,68,50,C-
5226,77,30,B+
5227,98,47,B+
5228,69,55,C-
5229,79,34,B+
5230,62,48,D+
5231,65,41,C
5232,95,38,A
5233,77,48,C+
5234,62,27,C+
5235,94,41,A-
5236,55,40,D+
5237,59,52,D
5238,98,24,A+
5239,57,37,D+
5240,53,27,C-
5241,62,32,C+
5242,75,55,C+
5243,73,36,B-
5244,87,45,B+
5245,86,33,A
5246,55,29,C
5247,60,33,C+
5248,89,59,B
5249,74,37,B-
5250,95,52,B+
5251,89,44,B+
5252,86,34,A
5253,91,39,A-
5254,82,45,B
5255,79,55,C+
5256,65,39,C+
5257,64,36,C
5258,85,38,A-
5259,59,52,D
5260,79,47,C+
5261,95,60,B+
5262,88,59,B
5263,87,32,A
5264,87,54,B
5265,60,36,C
5266,65,55,C-
5267,72,38,B-
5268,58,57,D
5269,65,28,B-
5270,60,39,C
5271,81,33,A-
5272,70,57,C
5273,76,60,C+
5274,55,57,D
5275,76,41,B-
5276,90,30,A
5277,68,54,C-
5278,57,58,D
5279,61,39,C
5280,73,49,C
5281,66,43,C
5282,90,54,B
5283,50,58,D-
5284,53,36,D
5285,87,26,A
5286,80,59,B-
5287,53,56,D-
5288,64,58,D+
5289,95,60,B+
5290,91,50,B
5291,93,45,A-
5292,67,36,C+
5293,85,42,B+
5294,88,34,A
5295,91,26,A
5296,87,40,A-
5297,70,42,C+
5298,58,43,D+
5299,97,39,A
5300,76,46,C+
5301,98,53,B+
5302,61,32,C+
5303,67,53,C-
5304,66,55,C-
5305,59,48,D
5306,74,56,C
5307,69,31,B-
5308,69,59,C-
5309,73,54,C
5310,89,28,A
5311,68,58,C-
5312,71,48,C
5313,58,48,D
5314,68,52,C-
5315,52,47,D-
5316,65,53,C-
5317,91,50,B
5318,77,59,C+
5319,68,38,C+
5320,69,29,B-
5321,95,59,B+
5322,80,44,B
5323,83,57,B-
5324,83,40,B+
5325,73,38,B-
5326,80,42,B
5327,94,47,B+
5328,66,44,C
5329,98,43,A-
5330,53,48,D-
5331,82,39,B+
5332,91,59,B
5333,68,55,C-
5334,66,59,C-
5335,69,44,C
5336,65,39,C+
5337,87,40,A-
5338,75,56,C+
5339,53,53,D-
5340,71,45,C+
5341,75,26,B+
5342,84,58,B-
5343,53,40,D
5344,86,27,A
5345,65,25,B-
5346,96,53,B+
5347,91,45,B+
5348,89,26,A
5349,56,24,C
5350,57,35,C
5351,58,43,D+
5352,67,54,C-
5353,80,37,B+
5354,97,38,A
5355,88,27,A
5356,93,37,A
5357,75,49,C+
5358,62,51,D+
5359,70,59,C
5360,99,52,B+
5361,71,28,B
5362,86,47,B
5363,65,52,C-
5364,62,52,D+
5365,57,59,D
5366,72,54,C
5367,71,54,C
5368,59,48,D
5369,82,39,B+
5370,55,46,D
5371,100,47,B+
5372,100,55,B+
5373,60,43,C-
5374,81,30,A-
5375,76,53,C+
5376,66,53,C-
5377,52,36,D
5378,89,30,A
5379,92,32,A
5380,66,39,C+
5381,79,36,B
5382,81,43,B
5383,98,58,B+
5384,100,40,A
5385,84,51,B-
5386,71,50,C
5387,75,26,B+
5388,92,42,B+
5389,58,48,D
5390,65,25,B-
5391,56,32,C
5392,68,56,C-
5393,53,49,D-
5394,70,46,C
5395,65,30,B-
5396,93,39,A
5397,59,28,C
5398,53,56,D-
5399,70,57,C
5400,92,52,B
5401,59,45,D+
5402,65,28,B-
5403,67,50,C-
5404,76,27,B+
5405,97,43,A-
5406,61,33,C+
5407,75,44,B-
5408,66,44,C
5409,74,40,B-
5410,63,56,D+
5411,81,35,A-
5412,61,41,C-
5413,58,28,C
5414,85,38,A-
5415,98,27,A+
5416,66,28,B-
5417,57,55,D
5418,60,50,D+
5419,89,45,B+
5420,85,39,A-
5421,98,57,B+
5422,90,32,A
5423,88,41,B+
5424,86,36,A-
5425,89,52,B
5426,84,57,B-
5427,88,32,A
5428,74,57,C
5429,78,26,B+
5430,74,40,B-
5431,51,40,D
5432,83,57,B-
5433,65,25,B-
5434,59,30,C
5435,96,52,B+
5436,95,60,B+
5437,66,27,B-
5438,75,24,B+
5439,90,32,A
5440,66,33,B-
5441,94,60,B+
5442,70,56,C
5443,99,26,A+
5444,86,37,A-
5445,64,29,C+
5446,71,28,B
5447,56,36,D+
5448,68,60,C-
5449,99,50,B+
5450,55,31,C
5451,74,58,C
5452,97,60,B+
5453,50,60,D-
5454,82,41,B
5455,71,31,B
5456,96,41,A-
5457,69,43,C
5458,97,54,B+
5459,81,24,A-
5460,66,41,C
5461,68,35,B-
5462,75,33,B+
5463,69,59,C-
5464,84,50,B-
5465,57,30,C
5466,79,60,C+
5467,51,30,C-
5468,70,41,C+
5469,86,44,B+
5470,71,42,C+
5471,95,34,A+
5472,55,58,D
5473,69,24,B-
5474,51,48,D-
5475,81,25,A-
5476,100,43,A-
5477,60,26,C+
5478,75,33,B+
5479,78,33,B+
5480,56,49,D
5481,95,48,B+
5482,50,37,D
5483,69,38,C+
5484,69,41,C
5485,87,29,A
5486,94,45,A-
5487,74,27,B
5488,83,53,B-
5489,78,30,B+
5490,96,58,B+
5491,92,32,A
5492,83,48,B-
5493,67,32,B-
5494,82,55,B-
5495,80,43,B
5496,96,47,B+
5497,92,50,B
5498,86,34,A
5499,99,34,A+
5500,99,48,B+
5501,95,38,A
5502,92,60,B
5503,72,47,C
5504,74,29,B
5505,92,53,B
5506,92,26,A
5507,90,40,A-
5508,85,24,A
5509,74,25,B
5510,81,58,B-
5511,81,44,B
5512,55,29,C
5513,76,39,B
5514,85,44,B+
5515,99,32,A+
5516,84,33,A-
5517,74,31,B
5518,90,27,A
5519,83,41,B
5520,67,60,C-
5521,87,42,B+
5522,50,38,D
5523,97,42,A-
5524,57,36,D+
5525,94,25,A+
5526,97,48,B+
5527,94,59,B+
5528,71,39,B-
5529,84,44,B
5530,94,33,A+
5531,67,53,C-
5532,57,43,D+
5533,55,52,D
5534,98,33,A+
5535,60,55,D+
5536,74,41,C+
5537,78,24,B+
5538,88,60,B
5539,58,43,D+
5540,88,57,B
5541,50,58,D-
5542,73,31,B
5543,86,39,A-
5544,82,32,A-
5545,72,33,B
5546,82,44,B
5547,53,38,D
5548,97,37,A
5549,91,26,A
5550,68,36,C+
5551,87,57,B
5552,58,60,D
5553,85,53,B
5554,57,50,D
5555,87,46,B
5556,94,48,B+
5557,91,54,B
5558,91,25,A
5559,86,48,B
5560,54,52,D-
5561,76,36,B
5562,94,31,A+
5563,52,55,D-
5564,92,53,B
5565,84,47,B-
5566,95,31,A+
5567,77,38,B
5568,66,59,C-
5569,59,56,D
5570,79,49,C+
5571,59,37,D+
5572,55,28,C
5573,72,27,B
5574,96,56,B+
5575,61,29,C+
5576,72,27,B
5577,68,25,B-
5578,73,39,B-
5579,66,36,C+
5580,82,60,B-
5581,58,41,D+
5582,50,33,C-
5583,65,42,C
5584,88,46,B
5585,69,26,B-
5586,92,58,B
5587,52,36,D
5588,66,55,C-
5589,51,48,D-
5590,90,56,B
5591,82,48,B-
5592,70,34,B
5593,73,24,B
5594,95,35,A+
5595,98,38,A
5596,77,60,C+
5597,76,32,B+
5598,88,27,A
5599,90,46,B
5600,58,50,D
5601,53,30,C-
5602,85,59,B
5603,83,55,B-
5604,60,28,C+
5605,54,44,D
5606,78,59,C+
5607,63,56,D+
5608,92,50,B
5609,88,28,A
5610,74,24,B
5611,58,30,C
5612,83,50,B-
5613,50,27,C-
5614,76,31,B+
5615,98,38,A
5616,69,37,C+
5617,65,47,C-
5618,98,35,A+
5619,97,54,B+
5620,72,27,B
5621,68,42,C
5622,53,52,D-
5623,71,25,B
5624,94,52,B+
5625,51,51,D-
5626,93,51,B+
5627,66,39,C+
5628,77,51,C+
5629,79,48,C+
5630,63,37,C
5631,57,38,D+
5632,94,24,A+
5633,50,41,D
5634,91,35,A
5635,88,30,A
5636,68,50,C-
5637,93,37,A
5638,95,33,A+
5639,60,39,C
5640,92,52,B
5641,51,27,C-
5642,68,51,C-
5643,67,37,C+
5644,96,35,A+
5645,60,50,D+
5646,69,32,B-
5647,50,26,C-
5648,65,57,C-
5649,64,47,D+
5650,80,31,A-
5651,91,39,A-
5652,69,39,C+
5653,63,38,C
5654,59,54,D
5655,89,35,A
5656,93,48,B+
5657,63,47,D+
5658,67,59,C-
5659,86,59,B
5660,54,33,C-
5661,67,31,B-
5662,83,33,A-
5663,75,34,B+
5664,61,31,C+
5665,64,42,C-
5666,96,32,A+
5667,93,49,B+
5668,51,35,C-
5669,84,31,A-
5670,80,45,B
5671,74,37,B-
5672,77,28,B+
5673,51,60,D-
5674,62,53,D+
5675,72,43,C+
5676,51,40,D
5677,80,28,A-
5678,81,35,A-
5679,71,37,B-
5680,83,35,A-
5681,94,33,A+
5682,83,26,A-
5683,77,40,B
5684,100,39,A
5685,54,42,D
5686,66,55,C-
5687,81,34,A-
5688,74,43,C+
5689,90,53,B
5690,67,55,C-
5691,86,59,B
5692,82,44,B
5693,69,32,B-
5694,85,36,A-
5695,99,38,A
5696,100,41,A-
5697,92,36,A-
5698,53,54,D-
5699,78,55,C+
5700,97,33,A+
5701,83,35,A-
5702,54,31,C-
5703,76,50,C+
5704,63,27,C+
5705,73,36,B-
5706,77,30,B+
5707,84,38,B+
5708,70,53,C
5709,76,28,B+
5710,93,53,B+
5711,57,54,D
5712,74,28,B
5713,64,49,D+
5714,83,33,A-
5715,100,47,B+
5716,95,35,A+
5717,83,55,B-
5718,61,47,D+
5719,96,26,A+
5720,69,57,C-
5721,77,40,B
5722,65,28,B-
5723,81,39,B+
5724,67,27,B-
5725,57,59,D
5726,77,31,B+
5727,75,60,C+
5728,53,27,C-
5729,82,29,A-
5730,73,58,C
5731,83,40,B+
5732,84,60,B-
5733,90,28,A
5734,63,49,D+
5735,80,37,B+
5736,84,35,A-
5737,69,48,C-
5738,98,45,A-
5739,66,28,B-
5740,72,32,B
5741,77,28,B+
5742,79,41,B-
5743,89,47,B
5744,79,29,B+
5745,82,57,B-
5746,64,59,D+
5747,88,44,B+
5748,63,44,C-
5749,66,29,B-
5750,80,38,B+
5751,98,33,A+
5752,52,60,D-
5753,67,47,C-
5754,99,50,B+
5755,72,34,B
5756,59,47,D
5757,62,59,D+
5758,65,41,C
5759,74,58,C
5760,52,40,D
5761,71,44,C+
5762,62,24,C+
5763,95,46,B+
5764,74,43,C+
5765,71,55,C
5766,69,39,C+
5767,54,44,D
5768,96,37,A
5769,58,55,D
5770,98,31,A+
5771,54,43,D
5772,54,42,D
5773,84,42,B
5774,98,43,A-
5775,58,45,D+
5776,73,39,B-
5777,91,58,B
5778,70,24,B
5779,65,60,C-
5780,60,28,C+
5781,70,48,C
5782,80,30,A-
5783,90,60,B
5784,76,40,B
5785,72,54,C
5786,52,33,C-
5787,62,56,D+
5788,97,46,B+
5789,57,30,C
5790,94,35,A+
5791,77,49,C+
5792,59,56,D
5793,78,31,B+
5794,68,32,B-
5795,77,58,C+
5796,77,46,C+
5797,70,55,C
5798,67,44,C
5799,79,46,C+
5800,66,58,C-
5801,67,31,B-
5802,83,27,A-
5803,89,51,B
5804,82,58,B-
5805,59,47,D
5806,69,40,C+
5807,88,47,B
5808,74,36,B-
5809,73,57,C
5810,94,43,A-
5811,94,54,B+
5812,90,40,A-
5813,52,36,D
5814,69,46,C-
5815,63,47,D+
5816,53,26,C-
5817,79,39,B
5818,72,42,C+
5819,63,32,C+
5820,73,58,C
5821,85,40,A-
5822,99,41,A-
5823,64,27,C+
5824,77,47,C+
5825,76,36,B
5826,59,51,D
5827,73,60,C
5828,57,46,D
5829,72,25,B
5830,60,44,C-
5831,57,34,C
5832,79,40,B
5833,69,28,B-
5834,92,48,B
5835,73,30,B
5836,75,52,C+
5837,79,41,B-
5838,55,26,C
5839,59,39,D+
5840,100,28,A+
5841,89,37,A-
5842,85,38,A-
5843,57,31,C
5844,62,59,D+
5845,72,59,C
5846,85,32,A
5847,65,52,C-
5848,58,28,C
5849,60,36,C
5850,78,44,B-
5851,61,35,C+
5852,75,35,B+
5853,50,50,D-
5854,87,27,A
5855,85,45,B+
5856,84,29,A-
5857,97,43,A-
5858,83,32,A-
5859,60,56,D+
5860,98,26,A+
5861,65,35,B-
5862,66,34,B-
5863,83,44,B
5864,82,24,A-
5865,99,44,A-
5866,94,44,A-
5867,81,37,B+
5868,92,28,A
5869,67,34,B-
5870,60,60,D+
5871,73,45,C+
5872,56,40,D+
5873,78,57,C+
5874,91,34,A
5875,71,49,C
5876,61,37,C
5877,90,50,B
5878,62,46,D+
5879,93,45,A-
5880,68,40,C+
5881,74,41,C+
5882,92,43,B+
5883,70,42,C+
5884,71,35,B
5885,59,27,C
5886,74,38,B-
5887,77,48,C+
5888,77,25,B+
5889,73,53,C
5890,93,25,A+
5891,62,56,D+
5892,86,27,A
5893,69,59,C-
5894,98,43,A-
5895,62,46,D+
5896,59,26,C
5897,62,49,D+
5898,51,55,D-
5899,100,45,A-
5900,52,57,D-
5901,52,47,D-
5902,86,55,B
5903,65,24,B-
5904,93,60,B+
5905,67,33,B-
5906,76,24,B+
5907,89,46,B
5908,95,53,B+
